srp,price_info,room_info,size_info,main_info,possession_info,nearby_places,Airport,Hospital,Market
srp-278,₹81.4 LEMI,3 BHK,1480 sq.ft,"JMR RealtyHousing Expert Pro₹81.4 LEMI starts at ₹40.41 K3 BHK Flat for sale in JharapadaProject NameVBL PrimeraBuiltup area1480 sq.ftAverage Price₹5.5k/sq.ftWelcome to VBL Primera, located in Kesura, Jharpada, Bhubaneswar. This elegant apartment offers a host of modern amenities designed for a luxurious lifestyle, including a state-of-the-art gymnasium, EV charging point, indoor games, and a community hall. Enjoy the serenity of a landscaped garden and the efficiency of a solar water heater. With 24x7 security, CCTV surveillance, and uninterrupted power backup,...more5",,Jharapada High Schoolis 0.3 km awayUPHC Jharapadais 0.3 km awaymore...updated 2 days agoView PhoneContact Seller,No,No,No
srp-279,₹1.75 CrEMI,"3 BHK, 3 BHK",2363 sq.ft,"COSTAL REALTY PVT LTD800+ Buyers ServedHousing Expert ProLocality Champion₹1.75 CrEMI starts at ₹86.88 K3 BHK Flat for sale in RaghunathpurProject Name9 BoulevardBuiltup area2363 sq.ftAverage Price₹7.41k/sq.ftProperty HighlightsAmphitheatreGymnasiumSwimming PoolPower BackupOne of the finest property in Raghunathpur is now available for sale. This is a 3 BHK Apartment. Make it yours now. It is on floor 13. It is a 13 storeyed building. The price of this Apartment is Rs 1.75 Cr. Other charges when you move into this property include maintenance, which is Rs 3500. This Apartment is spacious with a built-up area of 2363 square_feet. The carpet area is 1252 square_feet. There are ...more5",,Eurokids Pre-School Raghunathpuris 0.1 km awayClinic of Laparoscopic surgery Dr Tanmaya Pandais 5.7 km awaymore...updated 7 days agoView PhoneContact Seller,No,Yes,No
srp-280,₹1.7 CrEMI,3 BHK,1329 sq.ft,"SILVERSTONE100+ Buyers ServedHousing Expert ProLocality Champion₹1.7 CrEMI starts at ₹84.4 K3 BHK Flat for sale in Sahid NagarBuiltup area1329 sq.ftAverage Price₹12.79k/sq.ftMain entrance facingNorth FacingProperty HighlightsNorth Side EntranceClose to HospitalClose to Railway StationClose to MallSilverstone Pramodily is the Stand alone apartment which is present in the premium location at Saheednagar, Bhubaneswar. It has the the premium looking architecture with modern design providing all around ventilation with the Quality construction. Having near by location like Vanivihar railway station, sparsh Hospital, Bhawani mall, Vani vihar square, Gen x clinic, Maharshi College Etc. More About This Prop...more5",,Saheed Nagar High Schoolis 0.1 km awayDr. Ravi Kumar Sharma - Proctologist | Laparoscopy | Vascular | Piles | Hernia | Fistula | Gallstones | Circumcisionis 0.4 km awaymore...updated 2 days agoView PhoneContact Seller,No,No,No
srp-281,₹1.7 CrEMI,"4 BHK, 4 BHK, 4 BHK",2236 sq.ft,"SILVERSTONE100+ Buyers ServedHousing Expert ProLocality Champion₹1.7 CrEMI starts at ₹84.4 K4 BHK Independent Builder Floor for sale in Bhauma NagarBuiltup area2236 sq.ftAverage Price₹7.6k/sq.ftMain entrance facingSouth-east FacingProperty HighlightsClose to HospitalClose to Grocery StoresClose to Bus StopClose to ATMGet Your Spacious Single floor Flat at the heart of the City More About This Property 4 BHK Independent Floor for sale in Bhauma Nagar, Bhubaneswar - contact now, for details about the most coveted property. This 4 BHK unit is available in Bhauma Nagar and offers a premium lifestyle at the best price. It is a desired purchase for any homebuyer in Bhauma Nagar. It is on floor 2. The total number of floors is...more5",,ST.XAVIER'S PUBLIC SCHOOLis 0.7 km awayCGHS Hospitalis 0.2 km awaymore...updated 4 weeks agoView PhoneContact Seller,No,Yes,No
srp-282,₹85.0 LEMI,"3 BHK, 3 BHK, 3 BHK",1900 sq.ft,"COSTAL REALTY PVT LTD800+ Buyers ServedHousing Expert ProLocality Champion₹85.0 LEMI starts at ₹42.2 K3 BHK Villa for sale in PhulnakharaProject NameKrishna DowntownBuiltup area1900 sq.ftAverage Price₹4.47k/sq.ft3 BHK Villa for sale in Phulnakhara, Bhubaneswar - contact now, for details about the most coveted property. This 3 BHK unit is available in Phulnakhara and offers a premium lifestyle at the best price. It is a desired purchase for any homebuyer in Phulnakhara. The price of this Villa is Rs 85.0 L. Residents in this project also pay monthly maintenance charges of Rs 1800. It is a good, spacious Villa unit w...more4",,Panchabati High Schoolis 3.2 km awayHOTEL SANTOSHis 2.8 km awaymore...updated 7 days agoView PhoneContact Seller,No,No,No
srp-283,₹90.0 LEMI,"4 BHK, 4 BHK",2714 sq.ft,"COSTAL REALTY PVT LTD800+ Buyers ServedHousing Expert ProLocality ChampionZero brokerage₹90.0 LEMI starts at ₹44.68 K4 BHK Villa for sale in SundarpadaBuiltup area2714 sq.ftAverage Price₹3.32k/sq.ftFurnishingSemi FurnishedOne of the finest property in Sundarpada is now available for sale. This is a 4 BHK Villa. Make it yours now. The price of this Villa is Rs 90.0 L. Other charges when you move into this property include maintenance, which is Rs 2000. This Villa is spacious with a built-up area of 2714 square_feet. The carpet area is 2306 square_feet. There are 4 bedrooms and 4 bathroom. This is a gated community. This prope...more5",,"Kalinga Vidyapeeth, Sundarpadais 0.1 km awaySalamatak Healthcare and Fertility Centeris 0.2 km awaymore...updated 7 days agoView PhoneContact Seller",No,No,No
srp-284,₹98.0 LEMI,3 BHK,1275 sq.ft,"Brace Infrastructure Pvt Ltd700+ Buyers ServedHousing Expert ProLocality Champion₹98.0 LEMI starts at ₹48.65 K3 BHK Flat for sale in ChandakaProject NameCodename IbhaBuiltup area1275 sq.ftAverage Price₹7.69k/sq.ftProperty Highlights24x7 SecurityGated CommunityFire Retardant StructureHigh-Tech Alarm SystemNestled in the serene environment of Chandaka’s uplands, where the Eastern Ghats begin and the Mahanadi River meets, IBHA offers a tranquil valley that is a haven of peace and natural beauty.

Our design is inspired by the natural beauty of Chandaka. The flowing curves of the Mahanadi River are mirrored in the elegant architecture of our buildings, complemented by water-integrated open spaces. Experience Od...more5",,"S.S.V.M,Chandakais 0.1 km awayAhalya Hospitalis 0.1 km awaymore...updated 7 days agoView PhoneContact Seller",No,Yes,No
srp-285,₹95.0 LEMI,"3 BHK, 3 BHK, 3 BHK",1157 sq.ft,"SILVERSTONE100+ Buyers ServedHousing Expert ProLocality Champion₹95.0 LEMI starts at ₹47.16 K3 BHK Flat for sale in RasulgarhProject NameKrishna cloud 9Builtup area1157 sq.ftAverage Price₹8.21k/sq.ftProperty HighlightsClose to Grocery StoresClose to HospitalClose to Railway Station24x7 SecurityPremium location project near Rasulgard with double car parking at 5mins distance from Vanivihar with the modern design and serenity in this exceptional living space. More About This Property 3 BHK Apartment for sale in Rasulgarh, Bhubaneswar with modern-day amenities. The Apartment is in Rasulgarh which is a promising investment destination in Bhubaneswar. This might be your chance to grab the best 3 BHK p...more5",,St. Xavier International Schoolis 1.9 km awayBlue Wheel Hospitalis 3.3 km awaymore...updated 7 days agoView PhoneContact Seller,No,Yes,No
srp-286,₹11.0 CrEMI,,9600 sq.ft,"SILVERSTONE100+ Buyers ServedHousing Expert ProLocality Champion₹11.0 CrEMI starts at ₹5.46 LacsResidential Plot for sale in Jayadev ViharPlot area9600 sq.ftAverage Price11.46k/sq.ftPrice₹11.0 CrProperty HighlightsClose to HospitalClose to AirportClose to MallClose to Railway Station9600 Square feet Plot for sale in Jayadev Vihar, Bhubaneswar. This land has a dimension of 150.0 mt length 64.0 mt width. This Plot is available at a price of Rs 11.0 Cr. The average price per sqft is Rs 11.46k. Price. This is a corner plot. The plot is East facing. There are 4 open sides for this plot. The width of the facing road is 200.0 mt. The brokerage amount to be paid is Rs 0. The most popular landm...more5",,Orion Day Care Activity and Centeris 0.2 km awayMemorial Dental Centreis 0.4 km awaymore...updated 7 days agoView PhoneContact Seller,No,No,No
srp-287,₹88.0 LEMI,"4 BHK, 4 BHK",2536 sq.ft,"COSTAL REALTY PVT LTD800+ Buyers ServedHousing Expert ProLocality Champion₹88.0 LEMI starts at ₹43.69 K4 BHK Villa for sale in SundarpadaProject NameShree ViharBuiltup area2536 sq.ftAverage Price₹3.47k/sq.ftLooking for a good 4 BHK Villa in Sundarpada, Bhubaneswar? This property is in one of Bhubaneswar's most popular locations. Maintenance charges of this property is Rs 2000. This Villa is available for Rs 88.0 L. This modern unit has a built-up area of 2536 square_feet. The carpet area of this Villa is 2200 square_feet. There are 4 bedrooms and 4 bathroom. It is very close to some of city's best hospitals, s...more5",,"Kalinga Vidyapeeth, Sundarpadais 0.3 km awaySalamatak Healthcare and Fertility Centeris 0.4 km awaymore...updated 7 days agoView PhoneContact Seller",No,No,No
srp-288,₹1.44 CrEMI,"3 BHK, 2BHK, 3BHK, 3 BHK, 3 BHK",2204 sq.ft,"COSTAL REALTY PVT LTD800+ Buyers ServedHousing Expert ProLocality Champion₹1.44 CrEMI starts at ₹71.49 K3 BHK Flat for sale in GhatikiaProject NameShuvam AvenueBuiltup area2204 sq.ftAverage Price₹6.53k/sq.ft2BHK AND 3BHK FULLY SPECIOUS TOTALLY 288 UNIT AVAILABLE AT GHATIKHIA NEAR NAKA GATE More About This Property 3 BHK Apartment for sale in Ghatikia, Bhubaneswar - contact now, for details about the most coveted property. This 3 BHK unit is available in Ghatikia and offers a premium lifestyle at the best price. It is a desired purchase for any homebuyer in Ghatikia. It is on floor 8. The total number of floors...more5",,D C M Saraswati Vidya Mandiris 1.7 km awayASSURE HOSPITALis 1.8 km awaymore...updated 11 days agoView PhoneContact Seller,No,Yes,No
srp-289,₹1.02 CrEMI,3 BHK,1420 sq.ft,"SILVERSTONE100+ Buyers ServedHousing Expert ProLocality Champion₹1.02 CrEMI starts at ₹50.64 K3 BHK Flat for sale in TamandoProject NameCodename MesmeriseBuiltup area1420 sq.ftAverage Price₹7.18k/sq.ftProperty HighlightsClose to Railway StationBadminton CourtIndoor Game RoomRestaurants/CafeteriasCodename Mesmerise Bhubaneswar is a captivating residential project that blends modern living with the serene charm of Bhubaneswar, Odisha. Developed by reputed builders, this project aims to redefine urban lifestyle in a city known for its rich cultural heritage and rapid urbanization.

Located strategically, Codename Mesmerise offers residents a blend of convenience and tranquility. The architecture seaml...more5",,Ajay Science Collegeis 0.1 km awaySmart City Smilesis 0.1 km awaymore...updated 7 days agoView PhoneContact Seller,No,No,No
srp-290,₹86.42 LEMI,2 BHK,1185 sq.ft,"SILVERSTONE100+ Buyers ServedHousing Expert ProLocality Champion₹86.42 LEMI starts at ₹42.9 K2 BHK Flat for sale in TamandoProject NameCodename MesmeriseBuiltup area1185 sq.ftAverage Price₹7.29k/sq.ftProperty HighlightsAmphitheatreClose to Railway StationClose to HospitalGymnasiumCodename Mesmerise Bhubaneswar is a captivating residential project that blends modern living with the serene charm of Bhubaneswar, Odisha. Developed by reputed builders, this project aims to redefine urban lifestyle in a city known for its rich cultural heritage and rapid urbanization.

Located strategically, Codename Mesmerise offers residents a blend of convenience and tranquility. The architecture seaml...more5",,Ajay Science Collegeis 0.1 km awaySmart City Smilesis 0.1 km awaymore...updated 7 days agoView PhoneContact Seller,No,No,No
srp-291,₹1.57 CrEMI,"3 BHK, 3 BHK","1550 sq.ft, 1550 sq.ft","Zero brokerage₹1.57 CrEMI starts at ₹77.94 K3 BHK Flat for sale in Sahid NagarProject NameSai SerenityBuiltup area1550 sq.ftAverage Price₹10.13k/sq.ftThis 3 BHK apartment is available for sale in Wimax Sai Serenity, one of the most prominent projects for flats in Saheed nagar, Bhubaneswar. The flat occupies a Super built up area of 1550 sq.ft. that consists of 3 bedrooms, 2 bathrooms and 1 balcony. The flat has a total of 4 floors and this property is situated on top floor. This is a ready to move project and the property is 0-1 year old. The society is ...more5",,Saheed Nagar High Schoolis 0.1 km awayDr. Ravi Kumar Sharma - Proctologist | Laparoscopy | Vascular | Piles | Hernia | Fistula | Gallstones | Circumcisionis 0.4 km awaymore...OPOrimark PropertiesHousing Expertupdated 7 weeks agoView PhoneContact SellerAuthentic ListingsTrusted Agent,No,No,No
srp-292,₹91.66 LEMI,"2 BHK, 2BHK, 3BHK, 2 BHK, 2 BHK, 2 BHK",1410 sq.ft,"COSTAL REALTY PVT LTD800+ Buyers ServedHousing Expert ProLocality Champion₹91.66 LEMI starts at ₹45.51 K2 BHK Flat for sale in PahalaProject NameKRISHNA APOLLINEBuiltup area1410 sq.ftAverage Price₹6.5k/sq.ftProperty Highlights24x7 SecurityGated CommunityGymnasiumBusiness Center2BHK AND 3BHK FULLY SPECIOUS AVAILABLE AT PAHAL , NH -16 SIDE   More About This Property A 2 BHK Apartment for sale in Pahala, Bhubaneswar. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Pahala's most desired properties. Contact now for more information. This 2 BHK unit is on floor 5. There are 5 floors in this property. The price of this Apartment is Rs 91.66 L. Maintenance...more5",,Kidozoneis 2.6 km awayNaharkanta UPHCis 3.4 km awaymore...updated 10 days agoView PhoneContact Seller,No,No,No
srp-293,₹80.0 LEMI,"2 BHK, 3 BHK, 2BHK, 3BHK",1122 sq.ft,"Brace Infrastructure Pvt Ltd700+ Buyers ServedHousing Expert ProLocality Champion₹80.0 LEMI starts at ₹39.72 K2 BHK Flat for sale in MadanpurProject NameDN FairytaleBuiltup area1122 sq.ftAverage Price₹7.13k/sq.ftProperty Highlights24x7 SecurityGated CommunityEarthquake Resistant StructureSwimming Pool𝐑𝐞𝐚𝐝𝐲𝐓𝐨𝐌𝐨𝐯𝐞𝐈𝐧 2 & 3 BHK Apartments at Madanpur, Bhubaneswar. 

2BHK Starting from ₹79.99 Lakh*Onwards
3BHK Starting from ₹1.07 Cr.*Onwards

📍 Near to Info Valley, Madanpur
➤ Best-in-class Facilities with Convenience
➤ Organized 70% Green area
➤ Outdoor Gym | Covered Parking | CCTV 
➤ Club House | Fully Equipped AC Gymnasium | Indoor Games
➤ Banquet Hall |Open Amphitheatre
➤ Commercial Complex ...more5",,"Government High School, Madanpuris 0.8 km awayDr. Mahesh Sultania, Head and Neck Oncology (Oral and Thyroid Cancer), Bhubaneswar, Odishais 3.9 km awaymore...updated 10 days agoView PhoneContact Seller",No,No,No
srp-294,₹1.08 CrEMI,"3 BHK, 2BHK, 3BHK, 3 BHK, 3 BHK",1831 sq.ft,"COSTAL REALTY PVT LTD800+ Buyers ServedHousing Expert ProLocality Champion₹1.08 CrEMI starts at ₹53.52 K3 BHK Flat for sale in PahalaProject NameKRISHNA APOLLINEBuiltup area1831 sq.ftAverage Price₹5.89k/sq.ftProperty HighlightsBusiness CenterGymnasiumPower Backup24x7 Security2BHK AND 3BHK FULLY SPECIOUS AVAILABLE AT PAHAL , NH -16 SIDE   More About This Property 3 BHK Apartment for sale in Bhubaneswar. This property is in Pahala, which is a coveted investment location. This tastefully designed 3 BHK unit is among Bhubaneswar's best properties. Contact now for more details. This property in Bhubaneswar is on floor 4. The total number of floors in this Apartment is 5. The price o...more5",,Kidozoneis 2.6 km awayNaharkanta UPHCis 3.4 km awaymore...updated 10 days agoView PhoneContact Seller,No,No,No
srp-295,₹1.18 CrEMI,"2 BHK, 2 BHK, 2 BHK",1141 sq.ft,"Brace Infrastructure Pvt Ltd700+ Buyers ServedHousing Expert ProLocality Champion₹1.18 CrEMI starts at ₹58.58 K2 BHK Flat for sale in PahalaProject NameZ PadmanabhaBuiltup area1141 sq.ftAverage Price₹10.34k/sq.ftProperty HighlightsClose to MallClose to Movie Theatres24x7 SecuritySwimming Pool2 BHK Apartment for sale in Bhubaneswar. This property is in Pahala, which is a coveted investment location. This tastefully designed 2 BHK unit is among Bhubaneswar's best properties. Contact now for more details. This property in Bhubaneswar is on floor 1. The total number of floors in this Apartment is 30. The price of the Apartment is Rs 1.18 Cr. Monthly maintenance charges come to Rs 0. It is best suit...more5",,Kidozoneis 1.5 km awayNaharkanta UPHCis 2.4 km awaymore...updated 10 days agoView PhoneContact Seller,No,No,No
